id;prix
1;11846.590307436154
2;22.417333161231948
3;inf
4;inf
5;inf
6;inf
7;3.9393987250294025
8;inf
9;inf
10;1.1405536706739192e+37
11;44.91977570412911
12;inf
13;5.18892322414604e+69
14;4.8973130030856e+18
15;inf
16;inf
17;54.45974366851564
18;8.249902338435834e+32
19;3565.188252775401
20;23336679.670249533
21;4.752955492938319e+96
22;2.112959464582412
23;inf
24;1.1007591713371175e+79
25;5.5023361027392315e+22
26;10985553119.43475
27;2.8011613668946512e+17
28;7.956802254060086e+265
29;1.341639503989783e+142
30;13.204809618254563
31;2.6898597707486195e+86
32;1.1797624814667954e+68
33;765092540.6773218
34;inf
35;6.850589720867168e+34
36;799.3650631947353
37;inf
38;inf
39;inf
40;inf
41;1.3385967900932777e+41
42;inf
43;2.4859446192319017
44;1.5856219763261377e+75
45;16.639072815314083
46;6150.610928015805
47;inf
48;6.202049979698784e+43
49;inf
50;6.850589720867168e+34
51;1.0073183719155951e+18
52;1.0503977443452296e+18
53;1168682590.3826776
54;inf
55;inf
56;8.98095042173955e+216
57;1.1227055962219297e+21
58;8.066832622424385e+17
59;20801045.787788257
60;7.299333208613724e+155
61;1.1335061715681215e+33
62;inf
63;11925968710526.562
64;1.1191812929215152e+48
65;9.068260790334534e+21
66;2.661787886506863
67;inf
68;inf
69;inf
70;2.5845673028033417e+83
71;1.7071418387859938
72;1.6343241476763566e+121
73;6.327915408460291e+16
74;2.222909968218867e+19
75;45.836982393460424
76;2.6898597707486195e+86
77;2.92956876542936e+191
78;3.5976225028802014
79;1.991804787801505e+81
80;5.165407810195312e+30
81;inf
82;1.1335061715681215e+33
83;inf
84;395291889569133.3
85;6.675971271761949e+36
86;inf
87;43.44863775216583
88;604859593923.4182
89;3.071302860719473e+28
90;inf
91;inf
92;5.663738461188737
93;inf
94;2.8712254983442467
95;1.0073183719155951e+18
96;1.4631006106841498e+42
97;inf
98;1.4016395544772242e+195
99;1.1803956119616479
100;inf
101;20793.758704143456
102;inf
103;inf
104;5.566107607449469
105;598160532704.2698
106;6.028121064356288e+31
107;1303.1549195698951
108;inf
109;9.256417374314322e+16
110;1.987487417296892e+61
111;3.2452557160953805
112;21072918.885215547
113;inf
114;1.217804199923126e+18
115;1.6647503600561655
116;inf
117;25.718843757781144
118;5.96677886708401
119;1.0073528802598642e+18
120;2.3261759801130193
121;inf
122;25.201690300691688
123;inf
124;inf
125;8794.555550805948
126;inf
127;inf
128;1.5125212800958464e+21
129;inf
130;4.294008611662255e+84
131;2.3433409717924234e+64
132;inf
133;53353.39062262706
134;inf
135;inf
136;21243.3574378972
137;7.807984127456711e+27
138;inf
139;2.62689560456547
140;1.0073183719155951e+18
141;2.872028134744549
142;195.22129047762837
143;inf
144;53353.39062262706
145;404525.8569051991
146;3.137005859175493e+42
147;inf
148;528903163771.0758
149;inf
150;inf
151;inf
152;inf
153;2.695697690354581e+78
154;1.8985291009366232
155;1365.8833158460993
156;inf
157;3.5009576486383
158;26.940050869598238
159;2.8556652411210677
160;5.788484999976909e+24
161;inf
162;2.9596171882079654
163;262276230.1962528
164;1.0212681896302356e+108
165;1.2228292227880138
166;32.12779394574805
167;1674.129650368546
168;2.464056469375924
169;inf
170;3.0861227066909625e+186
171;142.43521502502136
172;inf
173;inf
174;inf
175;8.269098950162077
176;4.552450257871087e+168
177;4946161244.849845
178;1.0073183719155594e+18
179;inf
180;inf
181;inf
182;inf
183;8.490716768243403e+21
184;inf
185;inf
186;2172.5019751914474
187;3.8766188525201326e+43
188;5.610606128653567e+38
189;11.258922789548718
190;inf
191;6.260141634822317e+17
192;22.095037669670027
193;inf
194;1.0073818791643084e+18
195;991082573916945.9
196;inf
197;inf
198;3.5727749864359633e+19
199;inf
200;inf
201;4186718345.6227036
202;inf
203;4.294008611662255e+84
204;4.733060020396729e+17
205;1.2781977039154593e+116
206;inf
207;1.0073183719155951e+18
208;inf
209;inf
210;inf
211;inf
212;10.627532470416378
213;inf
214;inf
215;inf
216;inf
217;inf
218;1.7452293568047415e+306
219;inf
220;4051.5361847305116
221;1.7452293568047415e+306
222;7243048296542973.0
223;5716.528423837549
224;4959670.251506585
225;173697.96204426506
226;6.217336893164848e+104
227;inf
228;2.00430531836034e+129
229;22.915290753487785
230;1.0073183719155951e+18
231;inf
232;261090.3100545783
233;4787.125434033054
234;inf
235;9.697399135519772e+26
236;3331329628045.965
237;3.550304363563516e+38
238;1.1191812929215152e+48
239;74.78110774236598
240;1.0073183719155951e+18
241;inf
242;inf
243;11846.590307436154
244;inf
245;inf
246;5.473868238671211
247;3.83120496875087e+32
248;inf
249;8.066832622424385e+17
250;1627249607083.691
251;48815214449896.32
252;262.61707330627195
253;inf
254;3.155635978568288e+301
255;inf
256;3.0861227066909625e+186
257;4.294008611662255e+84
258;inf
259;3.518790736323897e+143
260;3.293269124357425
261;1.436209575266265e+46
262;5208330027.239527
263;2071899026.0988271
264;120.7992369336746
265;inf
266;1326.5748453705262
267;inf
268;4.541908189739791
269;753589.8319563817
270;3.012238237121965e+155
271;4272.632132626728
272;inf
273;2.701420269943744
274;9.697399135519772e+26
275;inf
276;1.2766449527722315e+146
277;1.237961443385419e+19
278;inf
279;inf
280;1006236604855.7289
281;inf
282;2.7875956815637504
283;inf
284;4.605951472677784
285;9.697399135519772e+26
286;3140957091239.893
287;16.481363469646713
288;inf
289;4.5059851646941665e+52
290;inf
291;2.726679414745554e+25
292;6.202049979698784e+43
293;1453.3509980835627
294;inf
295;1.9040904534627e+22
296;8.92044756467509
297;inf
298;inf
299;4.478031944410761e+37
300;673.6626571090399
301;inf
302;inf
303;2.4499466927220985
304;inf
305;62.094879297651254
306;inf
307;inf
308;1.007527688125574e+18
309;10047334038698.137
310;7.295514972946646e+17
311;inf
312;inf
313;83.85321505293847
314;inf
315;1.0360883542784114e+24
316;5.4869333109484915
317;inf
318;inf
319;4.273240786496852
320;6694846.083956391
321;1.1596749671757747
322;1.95977600017085e+26
323;231300801677.8713
324;711.821846463647
325;3.639640714267512
