id;prix
1;1182444.3647048748
2;27.080224851782372
3;inf
4;inf
5;inf
6;4.656969287741037e+28
7;3.9300839388989757
8;inf
9;inf
10;1.9833333984838353e+39
11;732.4407360701413
12;7527104637.36944
13;5.360222793358265e+214
14;292956469631192.6
15;inf
16;inf
17;110740.9671138479
18;3.026359445771085e+28
19;3426.8951473960396
20;19588746.653479025
21;5.048329539650551e+26
22;2.1114173215211216
23;inf
24;3.245075378542526e+95
25;4.295540611073523e+21
26;1244576795051.304
27;37207058287.34641
28;9.493833136468391e+39
29;1.6808981729874144e+183
30;18.83987954601424
31;3.7003267413442216e+84
32;5.404313757507776e+55
33;261174730.3263657
34;1.7269601283919464e+183
35;4.250949772102772e+34
36;949.2032822642932
37;inf
38;inf
39;inf
40;inf
41;2.5267530974729173e+29
42;inf
43;2.4821601900206445
44;5.755485011677195e+76
45;8.395189612375685
46;1363133.1466136915
47;inf
48;8.082931260793107e+42
49;inf
50;6.108574685125969e+33
51;1.6653787796214362e+18
52;1.0073183719155951e+18
53;33390.42252393045
54;6.022136493981598e+93
55;inf
56;152473.43876933656
57;111862079131.86081
58;8.469222066646778e+17
59;2704876.22785468
60;inf
61;1.1335061715681215e+33
62;inf
63;4282890758723.942
64;918577614460.6113
65;2.4441266548660048e+23
66;1.9153540792686075
67;5.048329539650551e+26
68;5.048329539650551e+26
69;inf
70;3.245075378542526e+95
71;1.9292683588559865
72;inf
73;89955897701997.83
74;2.747493455827962e+46
75;50.47531556316895
76;3.7003267413442216e+84
77;4.341090545539611e+115
78;5.223324401931512
79;8.198593469854278e+151
80;5.145093754365346e+30
81;inf
82;1.0218844677376787e+32
83;inf
84;1.0011510055460126e+16
85;2.769348943538399e+36
86;inf
87;12.0653720464732
88;8.989216046061915e+78
89;1.280230729699595e+221
90;inf
91;inf
92;3.8632316504600976
93;inf
94;2.5826101098668386
95;1.0073183719155951e+18
96;1.1017435320011814e+39
97;inf
98;7.472211533680945e+194
99;1.0878077931416317
100;inf
101;108360.14742038978
102;inf
103;inf
104;17.412241703934004
105;217070304.2118659
106;3268530865357246.5
107;73.6539166618795
108;inf
109;2.041728414004693e+17
110;1.7071714277000249e+44
111;3.2452557160953805
112;14749588.825313456
113;inf
114;467.12251619958363
115;1.6444719734323068
116;inf
117;2424.257402105752
118;4.932578217303528
119;1.0073183719155951e+18
120;2.3261759801130193
121;inf
122;2.120364280390114
123;inf
124;inf
125;14684.48413164345
126;inf
127;inf
128;1.4981205318865844e+16
129;inf
130;5.048329539650551e+26
131;8.795578972146065e+68
132;inf
133;81819.13025191598
134;inf
135;inf
136;108360.14742038978
137;1.6069296459481875e+41
138;inf
139;3.658438129984458
140;2.7390283995930045e+21
141;2.776343580816786
142;187.28815831566973
143;inf
144;76059.8306806604
145;3.4743728395245453e+20
146;5.616575655529684e+143
147;inf
148;1838782714154184.0
149;inf
150;inf
151;inf
152;inf
153;2.0074177416582134e+78
154;1.8985291009366232
155;606.0648762085955
156;inf
157;5.007507524033823
158;66.25743313555934
159;22.007131459080288
160;2.60153159145917e+39
161;inf
162;1.7903072188098277
163;569930392797.957
164;24454000100.98835
165;5.764687808128504
166;141.43921002894572
167;141.29145282037626
168;3.727656533431515
169;inf
170;inf
171;9925.486329805228
172;inf
173;inf
174;inf
175;152.67660929465134
176;1.0611480635784503e+173
177;2.2164396434264328e+35
178;1.5814554845774643e+17
179;inf
180;inf
181;inf
182;inf
183;2.1741019865670386e+19
184;inf
185;inf
186;720.3709072861984
187;2.528593407775643e+42
188;7.82366016826045e+53
189;11.21237497511442
190;inf
191;8.780411735549426e+22
192;13.015286480229163
193;inf
194;5.114962885117739e+20
195;1010252455728001.4
196;inf
197;inf
198;6.931604136810136e+19
199;inf
200;inf
201;126954.80402038545
202;inf
203;8.999433080754274e+54
204;625078.8616573699
205;9.442110538281049e+52
206;inf
207;1.0073183719155951e+18
208;inf
209;inf
210;inf
211;inf
212;5.7557215435484235
213;inf
214;inf
215;inf
216;inf
217;inf
218;inf
219;inf
220;32.6536524087985
221;inf
222;439338584.6468474
223;5279453.640507741
224;84103779.90303217
225;17147281.535557006
226;4.600939166699697e+108
227;inf
228;6.348451278541467e+64
229;6571.864950962066
230;6.078162524680759e+17
231;inf
232;5.751707877292891e+21
233;847.6119805457276
234;5.850771795912619e+52
235;1.6095598581175686e+27
236;1827626467.452354
237;1.7649800179323312e+31
238;1170953902701.888
239;2003735.3477212705
240;1.9724781695147862e+26
241;inf
242;inf
243;5361.7676323267
244;inf
245;inf
246;7.045511956954632
247;1.4777098725913504e+28
248;inf
249;8.469222066646778e+17
250;2100276575765.7266
251;3.8413829354904714e+18
252;4.699114022739013
253;inf
254;inf
255;inf
256;2.4305462373302542e+185
257;2.7797273920105797e+48
258;inf
259;1.196823271215653e+191
260;12.241783036729082
261;1.0661134253323425e+42
262;1237924594.4497473
263;140983150666.89026
264;302.66184481413734
265;inf
266;1388.3211373181289
267;inf
268;4.964390341110311
269;71243363.85125543
270;4.441376196994907e+252
271;5108.694344689734
272;inf
273;3.0296825524183326
274;1.8134520569258893e+27
275;inf
276;2.0132676567892454e+147
277;6.23314046428663e+19
278;inf
279;inf
280;8946997686214.98
281;inf
282;3.166991384750387
283;inf
284;5.7557215435484235
285;1.8134520569258893e+27
286;9925.486329805228
287;37495.68984479787
288;inf
289;2.456059222607185e+24
290;5.850771795912619e+52
291;2.507396354365153e+125
292;1.5021948607978607e+37
293;161.41955089438855
294;inf
295;4.0209214147911444e+20
296;8.941584331409892
297;inf
298;inf
299;1.3006940929016938e+30
300;4836027.243855591
301;inf
302;inf
303;3.4978654339475423
304;inf
305;251.27150383757092
306;inf
307;inf
308;9.77959213402936e+16
309;918577614460.6113
310;1.8920063950279308e+29
311;inf
312;inf
313;6.615910970022672e+23
314;inf
315;5.202440481168222e+24
316;5.6425053019747615
317;inf
318;inf
319;11.059697484519809
320;6694846.083956391
321;1.5986575537037901
322;7.406610355569176e+23
323;6.280907710687785e+29
324;689.8454026304681
325;3.6283160446437064
326;5025.769590559398
327;1337167090.732463
328;inf
329;2.769348943538399e+36
330;inf
331;860577256749.5422
332;9.266943624129358e+80
333;inf
334;inf
335;inf
336;inf
337;inf
338;inf
339;inf
340;6.108574685125969e+33
341;inf
342;1.0681292759255318e+44
343;1.4164493706309224e+19
344;inf
345;inf
346;1.2679836179030286
347;3.420152248503301
348;1.974415300775275e+111
349;860577256749.5422
350;3.6047228792912294
351;4.30873546112017e+19
352;inf
353;inf
354;1.8705511517250226
355;2.2837554031970654e+220
356;1.2969564184623948e+19
357;inf
358;1.8988976133707795e+58
359;inf
360;3.239458243832491e+82
361;inf
362;90.50900960496504
363;1132.5106334570514
364;1.3702996786180509e+20
365;5.791862299272852
366;4.0048783335635257e+216
367;109160.54137078671
368;1.7115299111244853e+39
369;3534.767709309672
370;inf
371;inf
372;1.8134520569258893e+27
373;1.5214785509867654e+30
374;inf
375;169.6129656123527
376;inf
377;inf
378;2.471685265183627e+18
379;368966.6491455093
380;inf
381;1.6514446341480253e+17
382;inf
383;4.848725332918766
384;inf
385;1.0011510055460126e+16
386;inf
387;1.0338219693362394e+140
388;1.8649760350213335e+48
389;132.0081824845806
390;inf
391;inf
392;5.650402746082919
393;1.0751049844117134e+63
394;inf
395;3.3346456890011827e+41
396;inf
397;inf
398;inf
399;inf
400;174332.51325232873
401;inf
402;3106.087624672527
403;172.37763382352117
404;2.3261759801130193
405;inf
406;2.755170357911734
407;1.1451589614381043e+138
408;644904.044275453
409;1.7595177542411997e+41
410;7278834996719.254
411;1015.0931235837699
412;153292827373752.75
413;9.141106117847627e+101
414;3.8766188525201326e+43
415;inf
416;3.0824062174192735
417;inf
418;65.92980167675947
419;291.1111497792564
420;4.699114022739013
421;inf
422;inf
423;inf
424;1.9833333984838353e+39
425;inf
426;1.9724781695147862e+26
427;86.33386740105647
428;5.016233815898617e+30
429;inf
430;inf
431;5.350180591729934e+68
432;inf
433;inf
434;inf
435;inf
436;4.409699659260035e+69
437;inf
438;inf
439;inf
440;6.057354723774198e+197
441;4.722566984395423
442;inf
443;inf
444;3.7860088702741696e+20
445;666.1660044676042
446;4.27909313755653e+26
447;1.8425331523027065e+26
448;100901267960.25137
449;inf
450;inf
451;3.8371297109145166
