id;prix
1;4.057445632054541
2;2.1662443104637346
3;21.95125997348822
4;34.392012376602715
5;160.61786560377539
6;12.008753143418328
7;1.9362776393423873
8;414.20261905308735
9;21.009647820211267
10;8.112787447899976
11;3.1326591379822935
12;7.3839924481509485
13;12.339984637531696
14;5.926430848132456
15;19.048256472666907
16;233.26223152936518
17;3.8863488263141783
18;7.342520693313932
19;3.721463113912163
20;4.820000000000027
21;7.173128244598164
22;1.5885620106897242
23;25.653476576340072
24;9.879378766524452
25;6.485976441039106
26;5.747597339252564
27;6.354063342719528
28;7.327692142202506
29;12.115135347634032
30;2.549528443040768
31;9.454021929509908
32;8.400077342721858
33;5.1096066411084085
34;4.3241219554926795
35;7.520251642714838
36;3.5204121812174116
37;47.84445152690387
38;22.58059861948354
39;15.688473681043693
40;112.36729237262495
41;5.7848789633055615
42;18.629310259819256
43;1.68430312071854
44;9.351473721507999
45;2.337450040620516
46;3.7250684344933163
47;31.690284491962633
48;8.0909795647837
49;12.127904969831675
50;7.667943994745684
51;6.357276738998401
52;6.354022515506303
53;3.915356076366954
54;8.05722711913595
55;127.10882835311241
56;4.120896003839058
57;4.840067860429994
58;6.355289929912283
59;4.5210065093691405
60;18.23723883620597
61;7.549999999999997
62;228.1061777860565
63;5.7581061136664715
64;4.538596249191635
65;6.751016782734005
66;1.4141150950330965
67;7.34411889310387
68;7.34411889310387
69;27.42960365941354
70;9.879378766524452
71;1.6001555276044097
72;14.902909946484764
73;5.924814762949394
74;8.647336329422584
75;2.8409487827525948
76;9.454021929509908
77;6.895547575114909
78;2.0145807783171983
79;10.298021245323854
80;7.415350825956713
81;65.39282333362944
82;7.499302674157781
83;12.72225980191636
84;6.160744060678769
85;7.839828470899498
86;37.09044208032445
87;2.5369924090218947
88;9.292147899647373
89;13.288450967707897
90;18.1424060137097
91;23.05446976180598
92;1.9183765539646505
93;26.102041369725153
94;1.6987694035738907
95;6.3599291367726725
96;8.148766351679305
97;60.5058956711335
98;11.679116005076285
99;1.084613974561022
100;47.50053611664892
101;4.14574785405766
102;33.832284419279404
103;100.89796304900904
104;3.1232171789394205
105;4.7775631475713976
106;9.399070708388813
107;3.0445462074506597
108;19.957851219878574
109;6.300389214856541
110;8.590762649727486
111;1.840000000000003
112;4.665311929023661
113;18.61638352934782
114;3.365976561222315
115;1.4254067877129135
116;18.1424060137097
117;3.7248796885229063
118;2.0358291293280604
119;6.360175030821058
120;1.649999999999999
121;24.21667946388089
122;1.596694419089416
123;26.30931793180103
124;97.25122038186876
125;3.852366857401128
126;14.795612085712468
127;40.1926405182022
128;2.813359961684676
129;18.624558123441204
130;7.173128244598164
131;9.21253114061531
132;440.3043070043343
133;4.2276165322865555
134;20.16997517938721
135;17.469917597737844
136;4.14574785405766
137;9.662554900371399
138;17.384904665678416
139;1.7746747911431149
140;6.873594766267151
141;1.7609187498771754
142;3.1885265041222346
143;43.07046984070317
144;4.195315520947694
145;6.573057349815632
146;10.746157860942857
147;27.194569747711743
148;5.818615039679058
149;18.618592588836975
150;36.65287316821827
151;19.290161028000348
152;18.765204185291587
153;9.548108335013147
154;1.5199999999999978
155;2.7060600906622057
156;54.42387532160913
157;2.004417306880101
158;2.856579882912077
159;2.4147285809950487
160;8.527499699633342
161;17.863058812271426
162;1.4537238824800913
163;4.7775631475713976
164;6.501942988407119
165;1.4298260504762916
166;3.0662697835157187
167;3.2128452878305307
168;2.1708649099815194
169;18.765204185291587
170;12.72225980191636
171;4.030602181895713
172;18.631538009984457
173;14.876065595531125
174;13.450000000000168
175;3.1109346749378295
176;13.185170375012035
177;7.941741341800137
178;6.228894482186165
179;33.47029761340342
180;65.57390972884019
181;24.21667946388089
182;19.653395297017838
